RunId	Time	_sDepthW_	_sDFiAd_	_sDFiJv_	_sDPisc_	_sDVeg_	_sVegHeight_	_sDBent_	_sDRootPhra_	_sDShootPhra_	_sNH4WEpi_	_sNO3WEpi_	_sPO4WEpi_	_sPAIMWEpi_	_sSiO2WEpi_	_sO2WEpi_	_sDDetWEpi_	_sDIMWEpi_	_sDDiatWEpi_	_sDGrenWEpi_	_sDBlueWEpi_	_sDZooEpi_	_sDExtTotT_	_uDepthWEpi_	_uDepthWHyp_	_oO2WHyp_	_uVegHeight_	_oPTotWHyp_	_uPLoad_	_tPDifPO4Hyp_	_aDVeg_	_oChlaHyp_	_aSecchiT_	_oPTotWEpi_	_oChlaEpi_	_aDError_	_aNError_	_aPError_	_aSiError_	_aO2Error_	-1
0	1700	2	0.935961	0.88255	0.000678388	8.47928	2	0.922201	5000	1000	0.0201102	0.00509283	0.00152587	0.000102361	6.90861	17.8725	8.1333	3.62497	0.399996	0.041429	12.3094	0.444106	33705.6	2	0.01	6.91704	2	0.921244	0.001	0	8.47262	6.70064	0.505222	0.0917104	70.4991	-2.18279e-011	1.7053e-013	4.26326e-014	7.81597e-014	0	-1
0	1710	2	0.915321	0.831427	0.000730855	9.24549	2	0.92784	5000	1000	0.0203909	0.00505577	0.0015333	0.000100069	7.06413	18.1049	7.94277	3.56414	0.3106	0.0382337	11.9555	0.440279	33706	2	0.01	6.91704	2	0.921244	0.001	0	9.23781	6.70064	0.52039	0.0908876	67.5378	-2.18279e-011	1.13687e-013	4.9738e-014	7.63833e-014	0	-1
0	1720	2	0.896654	0.785684	0.000786525	9.9332	2	0.936405	5000	1000	0.0207661	0.00505156	0.00153446	9.74753e-005	7.19327	18.4147	7.76632	3.49358	0.23632	0.0346682	11.5251	0.438349	33706.1	2	0.01	6.91704	2	0.921244	0.001	0	9.92669	6.70064	0.538434	0.0894908	64.1566	-2.91038e-011	2.27374e-013	7.10543e-014	7.63833e-014	0	-1
0	1730	2	0.879489	0.743643	0.000846606	10.5296	2	0.94905	5000	1000	0.0212414	0.00509732	0.00152759	9.41918e-005	7.29916	18.8155	7.58244	3.40081	0.173782	0.0307943	11.0025	0.437908	33706	2	0.01	6.91704	2	0.921244	0.001	0	10.5248	6.70064	0.560873	0.0874756	60.2352	-3.63798e-011	5.68434e-014	7.10543e-014	7.63833e-014	0	-1
0	1740	2	0.865298	0.708049	0.000904781	10.9543	2	0.965675	5000	1000	0.0217635	0.00520791	0.00151166	9.02969e-005	7.37371	19.2769	7.38899	3.28675	0.126388	0.0271255	10.4302	0.438005	33705.6	2	0.01	6.91704	2	0.921244	0.001	0	10.9509	6.70064	0.586894	0.0850462	56.0963	-3.63798e-011	1.7053e-013	6.39488e-014	7.81597e-014	0	-1
0	1750	2	0.85493	0.679799	0.000952468	10.7023	2	0.984304	5000	1000	0.025523	0.00623443	0.00168329	8.6288e-005	7.41748	19.6429	7.22238	3.16628	0.0938429	0.0240976	9.87098	0.437232	33704.3	2	0.01	6.91704	2	0.921244	0.001	0	10.7298	6.70064	0.614157	0.0827997	52.1216	-2.91038e-011	1.13687e-013	5.68434e-014	7.63833e-014	0	-1
0	1760	2	0.84752	0.651984	0.000979528	4.5831	2	1.01194	5000	1000	0.026976	0.00768111	0.0015706	8.59785e-005	7.44057	20.16	7.33925	3.16958	0.0717529	0.0217064	9.42649	0.439358	33695	2	0.01	6.91704	2	0.921244	0.001	0	4.62621	6.70064	0.631275	0.082802	48.9454	-3.63798e-011	1.7053e-013	4.9738e-014	7.4607e-014	0	-1
0	1770	2	0.84408	0.629809	0.000969491	3.03541	2	1.04212	5000	1000	0.0250166	0.00786716	0.00144711	8.31318e-005	7.44081	20.7438	7.1112	3.08748	0.0548699	0.019619	9.00968	0.435623	33692.3	2	0.01	6.91704	2	0.921244	0.001	0	3.04012	6.70064	0.656124	0.0807623	46.038	-1.45519e-011	2.27374e-013	4.9738e-014	7.4607e-014	0	-1
0	1780	2	0.841653	0.608347	0.000957551	2.67635	2	1.07508	5000	1000	0.0247831	0.00804063	0.00138009	7.86724e-005	7.42379	21.4018	6.83235	2.94713	0.0408732	0.0176547	8.42933	0.422677	33691	2	0.01	6.91704	2	0.921244	0.001	0	2.68082	6.70064	0.692999	0.0778957	42.1538	-1.45519e-011	2.27374e-013	4.9738e-014	7.4607e-014	0	-1
0	1790	2	0.839649	0.58743	0.000946442	2.36263	2	1.10835	5000	1000	0.0249893	0.00846597	0.00133799	7.46698e-005	7.3928	22.0708	6.54546	2.82066	0.0313063	0.0161753	7.77578	0.40224	33689.7	2	0.01	6.91704	2	0.921244	0.001	0	2.36652	6.70064	0.738423	0.0748574	37.9411	-2.18279e-011	2.27374e-013	4.9738e-014	7.28306e-014	0	-1
0	1800	2	0.837486	0.565992	0.000936054	2.08212	2	1.14211	5000	1000	0.0256454	0.00914808	0.0013162	7.12312e-005	7.34936	22.7601	6.24536	2.71239	0.0250942	0.0151611	7.08292	0.374557	33688.4	2	0.01	6.91704	2	0.921244	0.001	0	2.0856	6.70064	0.792729	0.0716954	33.6884	-7.27596e-012	2.27374e-013	3.55271e-014	7.28306e-014	0	-1
0	1810	2	0.834817	0.544053	0.000926469	1.83459	2	1.1754	5000	1000	0.0269501	0.0101474	0.00131771	6.84694e-005	7.29528	23.4454	5.94287	2.6263	0.0216793	0.0146593	6.38732	0.340767	33687.1	2	0.01	6.91704	2	0.921244	0.001	0	1.83773	6.70064	0.855211	0.068511	29.7177	-7.27596e-012	3.41061e-013	5.68434e-014	7.28306e-014	0	-1
0	1820	2	0.831868	0.524276	0.000918575	1.64228	2	1.20385	5000	1000	0.0289267	0.0114212	0.00134402	6.66005e-005	7.23979	24.02	5.68178	2.56912	0.0209123	0.0146935	5.78811	0.307393	33686.1	2	0.01	6.91704	2	0.921244	0.001	0	1.64515	6.70064	0.916799	0.0657383	26.6401	-2.18279e-011	2.84217e-013	4.26326e-014	7.28306e-014	0	-1
0	1830	2	1.02938	0.306032	0.000910647	1.46569	2	1.22597	5000	1000	0.0323059	0.0134309	0.00140721	6.75004e-005	7.1745	24.5534	5.44917	2.60547	0.0232724	0.0153526	5.18177	0.274341	33685.2	2	0.01	6.91704	2	0.921244	0.001	0	1.46863	6.70064	0.985168	0.063001	23.9853	-3.63798e-011	1.13687e-013	4.9738e-014	7.4607e-014	0	-1
0	1840	2	1.02384	0.296368	0.000904561	1.34651	2	1.24007	5000	1000	0.0364383	0.0158528	0.00149789	6.66227e-005	7.1192	24.882	5.27944	2.58198	0.0291889	0.0165259	4.72459	0.249482	33684.6	2	0.01	6.91704	2	0.921244	0.001	0	1.34865	6.70064	1.0439	0.0609551	22.3132	-4.36557e-011	1.7053e-013	5.68434e-014	7.63833e-014	0	-1
0	1850	2	1.01752	0.285701	0.000898003	1.23928	2	1.25494	5000	1000	0.0427522	0.0198982	0.00165248	6.598e-005	7.05694	25.1024	5.1033	2.56442	0.0431437	0.018858	4.25679	0.224685	33684	2	0.01	6.91704	2	0.921244	0.001	0	1.24084	6.70064	1.11041	0.0589174	20.9031	-4.36557e-011	2.27374e-013	5.68434e-014	7.63833e-014	0	-1
0	1860	2	1.01145	0.275223	0.000891534	1.15839	2	1.26886	5000	1000	0.0507681	0.0259667	0.00188615	6.58013e-005	6.99463	25.1517	4.95015	2.56167	0.0742298	0.0227867	3.83878	0.205583	33683.6	2	0.01	6.91704	2	0.921244	0.001	0	1.1594	6.70064	1.17441	0.0572048	19.8205	-3.63798e-011	3.41061e-013	7.10543e-014	7.4607e-014	0	-1
0	1870	2	1.0059	0.264572	0.000884713	1.10017	2	1.28233	5000	1000	0.0597066	0.034298	0.00224383	6.60898e-005	6.92516	25.0431	4.82523	2.57398	0.155751	0.0294557	3.46843	0.19465	33683.4	2	0.01	6.91704	2	0.921244	0.001	0	1.10088	6.70064	1.22938	0.0558159	18.9652	-4.36557e-011	5.11591e-013	7.81597e-014	7.4607e-014	0	-1
0	1880	2	1.00192	0.254988	0.000878261	1.07737	2	1.29371	5000	1000	0.0656402	0.0405071	0.00265411	6.67954e-005	6.83679	24.8939	4.75951	2.59951	0.370173	0.0391863	3.20686	0.197939	33683.7	2	0.01	6.91704	2	0.921244	0.001	0	1.07784	6.70064	1.24979	0.0548551	18.6727	-3.63798e-011	6.25278e-013	8.52651e-014	7.63833e-014	0	-1
0	1890	2	0.999253	0.244791	0.000870419	1.05692	2	1.3046	5000	1000	0.062629	0.0345913	0.00280789	6.81315e-005	6.62534	24.9584	4.81649	2.64632	1.134	0.0550677	3.06324	0.240565	33685	2	0.01	6.91704	2	0.921244	0.001	0	1.05717	6.70064	1.17989	0.0539903	20.3013	-3.63798e-011	6.25278e-013	8.52651e-014	7.63833e-014	0	-1
0	1900	2	0.998914	0.236851	0.000861782	1.04238	2	1.3127	5000	1000	0.0412945	0.0153011	0.00229485	7.0083e-005	6.1344	25.5254	5.28509	2.71458	2.86751	0.0683376	3.1576	0.431724	33688.2	2	0.01	6.91704	2	0.921244	0.001	0	1.04268	6.70064	0.983318	0.0526899	26.7465	-3.63798e-011	4.54747e-013	8.52651e-014	7.81597e-014	0	-1
0	1910	2	1.00189	0.247453	0.000850608	1.02691	2	1.3173	5000	1000	0.0327324	0.00958179	0.00237406	7.32005e-005	5.34323	25.6707	7.15679	2.82195	3.8912	0.0516197	3.31609	1.2839	33692.7	2	0.01	6.91704	2	0.921244	0.001	0	1.0266	6.70064	0.823263	0.0486728	32.1908	-5.09317e-011	4.54747e-013	7.10543e-014	7.4607e-014	0	-1
0	1920	2	1.00825	0.314694	0.000841145	1.17442	2	1.31506	5000	1000	0.0604546	0.0152809	0.00431993	7.70069e-005	4.83811	24.4531	9.49186	2.95073	1.87685	0.0160852	2.97146	2.71237	33693.7	2	0.01	6.91704	2	0.921244	0.001	0	1.16889	6.70064	0.876294	0.0429429	21.8892	-4.36557e-011	4.54747e-013	6.39488e-014	7.63833e-014	0	-1
0	1930	2	1.01857	0.465954	0.000833747	1.57008	2	1.30267	5000	1000	0.125013	0.0374959	0.0103322	8.18825e-005	4.69418	22.7445	9.22265	3.11122	0.544578	0.00412893	2.27125	3.25855	33691.7	2	0.01	6.91704	2	0.921244	0.001	0	1.56146	6.70064	1.05237	0.0421669	12.8805	-4.36557e-011	3.97904e-013	7.10543e-014	7.63833e-014	0	-1
0	1940	2	1.03086	0.725799	0.000831308	2.24705	2	1.27941	5000	1000	0.189514	0.0844416	0.0248653	8.7427e-005	4.7907	21.492	7.61412	3.28048	0.192818	0.00288148	1.71398	2.86277	33689.8	2	0.01	6.91704	2	0.921244	0.001	0	2.23275	6.70064	1.27324	0.0450434	8.99946	-4.36557e-011	3.41061e-013	7.10543e-014	7.28306e-014	0	-1
0	1950	2	1.02761	1.21277	0.000840698	3.60998	2	1.24236	5000	1000	0.209013	0.157517	0.0405391	9.29319e-005	4.97111	20.7291	6.28567	3.43978	0.14289	0.00384745	1.4352	1.89136	33689.7	2	0.01	6.91704	2	0.921244	0.001	0	3.59246	6.70064	1.45595	0.0488845	7.49687	-5.09317e-011	3.97904e-013	8.52651e-014	7.81597e-014	0	-1
0	1960	2	1.03844	1.66158	0.000872585	5.99448	2	1.19667	5000	1000	0.139127	0.150904	0.0275858	9.62897e-005	4.97729	21.3973	6.30471	3.56858	0.783457	0.0111828	2.11019	0.98401	33694	2	0.01	6.91704	2	0.921244	0.001	0	5.95371	6.70064	1.24552	0.0511665	12.1324	-6.54836e-011	2.84217e-013	7.81597e-014	7.99361e-014	0	-1
0	1970	2	1.04281	1.95878	0.000933745	8.85922	2	1.14811	5000	1000	0.0373594	0.00992706	0.0026645	9.61721e-005	4.13719	23.2103	8.83026	3.63052	3.21019	0.0225799	4.45079	1.0602	33705.7	2	0.01	6.91704	2	0.921244	0.001	0	8.83453	6.70064	0.726943	0.0480219	35.1565	-6.54836e-011	2.84217e-013	7.10543e-014	7.99361e-014	0	-1
0	1980	2	1.03819	2.27841	0.00103341	11.9786	2	1.10272	5000	1000	0.0228286	0.0051946	0.00197555	9.54047e-005	4.00081	20.7769	10.4053	3.62246	2.13102	0.0223452	5.80496	0.735979	33710.4	2	0.01	6.91704	2	0.921244	0.001	0	11.9322	6.70064	0.657641	0.0479411	38.732	-6.54836e-011	2.84217e-013	7.81597e-014	7.99361e-014	0	-1
0	1990	2	1.02683	2.1279	0.00115478	15.6123	2	1.07196	5000	1000	0.0169439	0.00367376	0.00179404	9.21653e-005	4.21906	19.8391	9.81758	3.52631	1.58481	0.0284937	6.23423	0.522073	33712.4	2	0.01	6.91704	2	0.921244	0.001	0	15.5582	6.70064	0.669591	0.0509542	38.536	-5.82077e-011	2.27374e-013	7.10543e-014	7.99361e-014	0	-1
0	2000	2	1.01066	1.87032	0.00130686	20.5776	2	1.05298	5000	1000	0.0134107	0.00251604	0.0017399	8.63559e-005	4.54634	19.4874	8.87065	3.34045	1.05748	0.0331909	6.07578	0.455944	33715	2	0.01	6.91704	2	0.921244	0.001	0	20.5057	6.70064	0.722933	0.0524679	34.7967	-6.54836e-011	1.7053e-013	7.10543e-014	8.17124e-014	0	-1
0	2010	2	0.991267	1.63668	0.00148725	27.4533	2	1.0472	5000	1000	0.0103729	0.0015319	0.00170483	7.79267e-005	4.91168	19.593	7.86807	3.0639	0.603925	0.0342854	5.42767	0.42386	33719	2	0.01	6.91704	2	0.921244	0.001	0	27.41	6.70064	0.819354	0.0510742	28.6611	-5.82077e-011	4.54747e-013	6.39488e-014	7.99361e-014	0	-1
0	2020	2	0.967655	1.42432	0.00171333	37.4698	2	1.05663	5000	1000	0.00796857	0.00114129	0.00165256	6.58481e-005	5.29903	20.1337	6.78437	2.66436	0.285281	0.0324313	4.3693	0.396786	33725.6	2	0.01	6.91704	2	0.921244	0.001	0	37.4244	6.70064	0.979891	0.0462644	21.3523	-7.27596e-011	4.54747e-013	5.68434e-014	7.99361e-014	0	-1
0	2030	2	0.941478	1.24461	0.00197551	50.1564	2	1.08435	5000	1000	0.00622269	0.000855866	0.00153837	5.11918e-005	5.65535	20.9392	5.75237	2.17076	0.128249	0.0289177	3.21437	0.377588	33734.5	2	0.01	6.91704	2	0.921244	0.001	0	50.1136	6.70064	1.20892	0.0387172	14.9072	-8.00355e-011	3.97904e-013	4.26326e-014	7.63833e-014	0	-1
0	2040	2	0.912913	1.09172	0.00227994	64.4469	2	1.13439	5000	1000	0.00496388	0.000658873	0.00140923	3.54285e-005	5.97788	21.658	4.82226	1.62203	0.0626792	0.0243182	2.14703	0.367012	33744.5	2	0.01	6.91704	2	0.921244	0.001	0	64.4168	6.70064	1.51968	0.0297524	9.74404	-8.00355e-011	3.97904e-013	4.26326e-014	7.81597e-014	0	-1
0	2050	2	0.884711	0.967207	0.00261234	77.4439	2	1.20688	5000	1000	0.00416142	0.000539967	0.00132641	2.17677e-005	6.25258	22.0063	4.07226	1.12327	0.0385354	0.0197896	1.33084	0.358123	33752.7	2	0.01	6.91704	2	0.921244	0.001	0	77.4185	6.70064	1.8838	0.0215442	6.05893	-5.82077e-011	3.97904e-013	4.9738e-014	7.28306e-014	0	-1
0	2060	2	0.858762	0.859456	0.0029734	87.5828	2	1.30268	5000	1000	0.00365159	0.000470037	0.00129706	1.16677e-005	6.48688	22.0282	3.49468	0.732611	0.0288755	0.0163986	0.777165	0.338168	33757.7	2	0.01	6.91704	2	0.921244	0.001	0	87.5682	6.70064	2	0.0151144	3.59248	-7.27596e-011	5.68434e-013	1.42109e-014	7.81597e-014	0	-1
0	2070	2	0.837547	0.760925	0.00335909	94.4119	2	1.42077	5000	1000	0.00333873	0.000429821	0.00131322	5.2335e-006	6.68413	21.9048	3.07545	0.468567	0.0245084	0.0143605	0.441864	0.309917	33759	2	0.01	6.91704	2	0.921244	0.001	0	94.4021	6.70064	2	0.0107268	2.09264	-5.82077e-011	1.02318e-012	3.55271e-014	7.99361e-014	0	-1
0	2080	2	0.823539	0.670339	0.00375999	98.3693	2	1.55747	5000	1000	0.00315351	0.000407243	0.00136968	1.6791e-006	6.84609	21.7914	2.78865	0.315011	0.022316	0.0132457	0.254958	0.281001	33757.5	2	0.01	6.91704	2	0.921244	0.001	0	98.3641	6.70064	2	0.00805724	1.25421	-2.91038e-011	9.66338e-013	4.26326e-014	8.17124e-014	0	-1
0	2090	2	0.818602	0.589973	0.00416026	100.204	2	1.70564	5000	1000	0.00304971	0.000395183	0.00146958	1.05314e-007	6.97373	21.7599	2.60139	0.244712	0.0209866	0.0125703	0.15551	0.257341	33754.3	2	0.01	6.91704	2	0.921244	0.001	0	100.203	6.70064	2	0.00659864	0.809474	-4.36557e-011	1.59162e-012	4.9738e-014	8.52651e-014	0	-1
0	2100	2	0.823281	0.521702	0.00454332	100.615	2	1.85682	5000	1000	0.0029965	0.000389493	0.00163646	7.6028e-009	7.06927	21.8184	2.49042	0.242273	0.0199187	0.0120318	0.102965	0.241008	33750.1	2	0.01	6.91704	2	0.921244	0.001	0	100.615	6.70064	2	0.00592699	0.575364	-4.36557e-011	2.10321e-012	5.68434e-014	8.70415e-014	0	-1
0	2110	2	0.837209	0.464197	0.00490559	100.077	2	2.00777	5000	1000	0.00297274	0.00038784	0.00194551	8.16863e-009	7.13777	21.9631	2.41154	0.245835	0.0186705	0.0114301	0.0737685	0.230413	33745.4	2	0.01	6.91704	2	0.921244	0.001	0	100.079	6.70064	2	0.00573222	0.444112	-7.27596e-012	1.87583e-012	6.39488e-014	8.34888e-014	0	-1
0	2120	2	0.876561	0.419509	0.00521722	63.2995	2	2.13013	5000	1000	0.00766924	0.000850841	0.0300906	1.58988e-005	7.17986	21.1576	4.88291	0.976702	0.0220933	0.0129146	0.0603336	0.267577	33691.8	2	0.01	6.91704	2	0.921244	0.001	0	63.337	6.70064	2	0.0233057	0.411441	-2.91038e-011	1.53477e-012	2.84217e-014	8.17124e-014	0	-1
0	2130	2	0.966186	0.392877	0.00542987	31.7079	2	2.20545	5000	1000	0.0105632	0.00309704	0.0597126	3.94011e-005	7.20049	19.5762	5.60439	2.03205	0.0261272	0.0137304	0.0558011	0.381559	33647.8	2	0.01	6.91704	2	0.921244	0.001	0	31.7094	6.70064	2	0.039226	0.415674	-2.91038e-011	1.08002e-012	7.81597e-014	7.10543e-014	0	-1
0	2140	2	1.05871	0.383187	0.00557556	30.0131	2	2.25936	5000	1000	0.0131286	0.0034265	0.0752671	4.27103e-005	7.204	20.1649	5.1854	2.15732	0.020952	0.0106541	0.0507068	0.4791	33647.5	2	0.01	6.91704	2	0.921244	0.001	0	30.0147	6.70064	2	0.0463099	0.360608	-2.18279e-011	1.47793e-012	1.06581e-013	7.10543e-014	0	-1
0	2150	2	1.14186	0.381682	0.00569523	28.2828	2	2.30354	5000	1000	0.0689808	0.0359561	0.088803	4.29804e-005	7.1913	20.8265	4.9259	2.14572	0.0214071	0.00888329	0.0469133	0.530069	33647	2	0.01	6.91704	2	0.921244	0.001	0	28.3083	6.70064	2	0.052572	0.339983	7.27596e-012	1.7053e-012	1.35003e-013	6.39488e-014	0	-1
0	2160	2	1.21419	0.381654	0.00578614	26.314	2	2.34669	5000	1000	0.121831	0.111143	0.10068	4.28465e-005	7.16007	21.5096	4.79188	2.11924	0.0336981	0.00893926	0.0479518	0.547607	33646.3	2	0.01	6.91704	2	0.921244	0.001	0	26.3367	6.70064	2	0.0585247	0.398206	1.45519e-011	1.64846e-012	1.35003e-013	6.57252e-014	0	-1
0	2170	2	1.27006	0.380353	0.00584271	24.4207	2	2.38775	5000	1000	0.154198	0.191398	0.109621	4.26686e-005	7.11719	22.1908	4.74733	2.09358	0.0491459	0.00892369	0.0466275	0.545421	33645.5	2	0.01	6.91704	2	0.921244	0.001	0	24.4465	6.70064	2	0.0631915	0.459466	7.27596e-012	1.64846e-012	1.42109e-013	6.57252e-014	0	-1
0	2180	2	1.31589	0.377157	0.00587548	22.6019	2	2.42909	5000	1000	0.174683	0.269364	0.116503	4.25568e-005	7.06295	22.8817	4.75127	2.07362	0.0728391	0.0090126	0.0425358	0.532349	33644.7	2	0.01	6.91704	2	0.921244	0.001	0	22.6236	6.70064	2	0.0669498	0.53747	7.27596e-012	1.53477e-012	1.35003e-013	6.57252e-014	0	-1
0	2190	2	1.4987	0.225785	0.00588907	21.0425	2	2.46578	5000	1000	0.18554	0.335237	0.121104	4.27953e-005	6.99963	23.5121	4.79129	2.07234	0.11813	0.00941227	0.0373688	0.518297	33644	2	0.01	6.91704	2	0.921244	0.001	0	21.0434	6.70064	2	0.0696968	0.683162	2.18279e-011	1.53477e-012	1.27898e-013	6.03961e-014	0	-1
0	2200	2	1.53406	0.222743	0.00589003	19.5385	2	2.48838	5000	1000	0.189471	0.394732	0.123881	4.37651e-005	6.90138	24.1831	4.9162	2.10485	0.250324	0.0103088	0.0313696	0.523112	33643.8	2	0.01	6.91704	2	0.921244	0.001	0	19.5611	6.70064	2	0.0717527	1.09965	1.45519e-011	1.76215e-012	1.20792e-013	5.68434e-014	0	-1
0	2210	2	1.56242	0.220118	0.00588234	18.3838	2	2.50757	5000	1000	0.184485	0.426177	0.123209	4.40144e-005	6.73468	24.88	5.11251	2.11199	0.630192	0.0115937	0.0264147	0.56456	33644.1	2	0.01	6.91704	2	0.921244	0.001	0	18.4018	6.70064	1.97181	0.0725869	2.32803	1.45519e-011	1.81899e-012	1.20792e-013	6.03961e-014	0	-1
0	2220	2	1.58933	0.219362	0.00587019	17.3991	2	2.52349	5000	1000	0.167084	0.401174	0.115289	4.43298e-005	6.32616	26.071	5.62855	2.13105	1.80191	0.0128956	0.0226661	0.748576	33645.9	2	0.01	6.91704	2	0.921244	0.001	0	17.4155	6.70064	1.62101	0.0715482	6.36545	2.18279e-011	1.87583e-012	1.35003e-013	5.86198e-014	0	-1
0	2230	2	1.61691	0.226199	0.00585694	16.4523	2	2.53461	5000	1000	0.146151	0.25751	0.0938704	4.45784e-005	5.41484	27.9801	7.13322	2.16603	3.97328	0.0120566	0.0205239	1.39503	33650.3	2	0.01	6.91704	2	0.921244	0.001	0	16.4685	6.70064	1.16894	0.0662949	15.1262	2.91038e-011	1.87583e-012	1.20792e-013	6.21725e-014	0	-1
0	2240	2	1.64768	0.249059	0.00584549	15.4877	2	2.53941	5000	1000	0.146312	0.0802183	0.0691942	4.50383e-005	4.25027	28.6944	10.0983	2.22112	4.38149	0.00730956	0.018622	2.88599	33654.7	2	0.01	6.91704	2	0.921244	0.001	0	15.5011	6.70064	0.962087	0.0557379	17.5648	3.63798e-011	1.93268e-012	1.20792e-013	6.21725e-014	0	-1
0	2250	2	1.68985	0.294316	0.00583862	14.6359	2	2.53283	5000	1000	0.177211	0.055142	0.0642735	4.69071e-005	3.44884	26.9524	12.2161	2.3099	2.13694	0.00289824	0.015234	4.31719	33654.2	2	0.01	6.91704	2	0.921244	0.001	0	14.6439	6.70064	1.02697	0.0490588	8.2091	3.63798e-011	1.93268e-012	1.20792e-013	6.21725e-014	0	-1
0	2260	2	1.73681	0.352932	0.00584259	14.2798	2	2.50956	5000	1000	0.245259	0.106833	0.0755493	4.99167e-005	3.25382	25.261	11.2434	2.4169	0.961604	0.00197053	0.0123028	4.23572	33650.9	2	0.01	6.91704	2	0.921244	0.001	0	14.2821	6.70064	1.19557	0.0511416	3.42922	5.09317e-011	1.76215e-012	1.20792e-013	5.86198e-014	0	-1
0	2270	2	1.79977	0.44341	0.00586398	14.34	2	2.45723	5000	1000	0.288736	0.197394	0.0908181	5.42184e-005	3.288	24.0506	9.28684	2.57055	0.50504	0.00192662	0.010165	3.58339	33648.1	2	0.01	6.91704	2	0.921244	0.001	0	14.3365	6.70064	1.41491	0.0557137	1.66676	5.82077e-011	1.7053e-012	1.42109e-013	5.86198e-014	0	-1
0	2280	2	1.87445	0.574048	0.00593048	15.6122	2	2.37137	5000	1000	0.275093	0.294296	0.102246	5.91851e-005	3.40686	23.7945	7.75631	2.75841	0.359916	0.0021649	0.00927155	2.89173	33647.9	2	0.01	6.91704	2	0.921244	0.001	0	15.5693	6.70064	1.60512	0.0594507	1.13831	6.54836e-011	1.59162e-012	1.27898e-013	5.68434e-014	0	-1
0	2290	2	1.95843	0.77611	0.00612388	21.8292	2	2.25154	5000	1000	0.136352	0.322931	0.0946716	6.19074e-005	3.5342	25.13	6.92761	2.8852	0.375304	0.00278639	0.0100687	2.2393	33654.1	2	0.01	6.91704	2	0.921244	0.001	0	21.718	6.70064	1.70953	0.0547977	1.16733	5.82077e-011	1.76215e-012	1.27898e-013	6.03961e-014	0	-1
0	2300	2	2.04123	1.06937	0.00646187	32.851	2	2.1017	5000	1000	0.0330007	0.13833	0.0674358	6.00306e-005	3.56316	26.7526	6.94523	2.86211	0.6033	0.00417452	0.0138066	1.72562	33666.1	2	0.01	6.91704	2	0.921244	0.001	0	32.7039	6.70064	1.65988	0.0414203	1.90657	5.82077e-011	1.64846e-012	1.27898e-013	5.68434e-014	0	-1
0	2310	2	2.08736	1.39846	0.0069626	48.899	2	1.96209	5000	1000	0.00769754	0.000861442	0.0271587	5.10395e-005	3.80338	27.2726	6.73994	2.5622	0.124044	0.00516275	0.0201357	1.0768	33681	2	0.01	6.91704	2	0.921244	0.001	0	48.8442	6.70064	1.80386	0.020426	0.508361	5.09317e-011	1.7053e-012	1.06581e-013	6.03961e-014	0	-1
0	2320	2	2.06782	1.48752	0.0076686	67.5631	2	1.87415	5000	1000	0.0050294	0.000598345	0.00112615	3.49743e-005	4.19503	27.5899	5.98861	1.92196	0.0377929	0.00903073	0.0262245	0.53991	33696.6	2	0.01	6.91704	2	0.921244	0.001	0	67.5248	6.70064	1.98195	0.00743783	0.301946	8.00355e-011	1.64846e-012	1.27898e-013	5.68434e-014	0	-1
0	2330	2	2.04079	1.34468	0.00860828	83.8756	2	1.84583	5000	1000	0.00394725	0.000475317	0.00104741	1.82557e-005	4.56116	26.844	5.28223	1.1966	0.0279103	0.0129356	0.0320347	0.384464	33708.2	2	0.01	6.91704	2	0.921244	0.001	0	83.8465	6.70064	2	0.00745708	0.323863	1.09139e-010	1.87583e-012	1.56319e-013	4.26326e-014	0	-1
0	2340	2	1.98901	1.17212	0.00978772	94.8499	2	1.87234	5000	1000	0.00346471	0.000419363	0.00109093	6.3566e-006	4.90343	25.5083	4.58314	0.610526	0.0257536	0.0145335	0.0364182	0.340585	33713	2	0.01	6.91704	2	0.921244	0.001	0	94.8342	6.70064	2	0.00704382	0.346249	6.54836e-011	1.93268e-012	1.42109e-013	4.61853e-014	0	-1
0	2350	2	1.93179	1.01436	0.011213	100.884	2	1.93665	5000	1000	0.00322909	0.000395461	0.00115368	3.82278e-007	5.22682	24.2467	3.98766	0.268117	0.0246376	0.0146608	0.0391806	0.321464	33712	2	0.01	6.91704	2	0.921244	0.001	0	100.878	6.70064	2	0.00645488	0.354549	8.00355e-011	1.64846e-012	1.42109e-013	4.9738e-014	0	-1
0	2360	2	1.88327	0.877495	0.0128757	103.67	2	2.02161	5000	1000	0.0031019	0.000386788	0.00120642	7.773e-009	5.53386	23.2533	3.67209	0.237709	0.0249095	0.0148995	0.0411634	0.30804	33707.8	2	0.01	6.91704	2	0.921244	0.001	0	103.667	6.70064	2	0.0061205	0.364565	5.09317e-011	1.81899e-012	1.49214e-013	4.9738e-014	0	-1
0	2370	2	1.85077	0.763007	0.0147394	104.781	2	2.11315	5000	1000	0.0030329	0.000384818	0.00123591	4.99611e-009	5.8232	22.5349	3.52401	0.234914	0.0255136	0.0152807	0.0428589	0.303072	33702.2	2	0.01	6.91704	2	0.921244	0.001	0	104.78	6.70064	2	0.00593162	0.375682	6.54836e-011	1.7053e-012	1.27898e-013	6.57252e-014	0	-1
