1	0	2	0.0437768	0.0315172	0.000244021	100	2	0.60132	5000	1000	0.0120121	0.0907428	0.00720204	1.40543e-005	6.73004	24.6972	0.39766	1.21712	0.00156419	0.00126943	0.266006	0.00696382	36963.4	2	0.01	11.6569	2	0.00928195	0.001	0	100	1.8566	2	0.00848617	1.57347	0	0	0	0	0	-1
1	10	2	0.0431252	0.0302508	0.000248677	83.0983	2	0.597049	5000	1000	0.00117311	0.000974462	0.00795934	6.7175e-006	6.72707	20.7537	0.825666	0.571493	0.00954803	0.00613926	0.214911	0.0184343	36943.5	2	0.01	11.6569	2	0.00928195	0.001	0	83.1029	1.8566	2	0.00988071	1.4331	-2.18279e-011	-1.98952e-013	-1.24345e-014	1.24345e-014	0	-1
1	20	2	0.0425104	0.029101	0.000253453	69.2725	2	0.595127	5000	1000	0.00146388	0.00117009	0.0296447	1.41094e-005	6.71994	21.3881	1.11642	0.86057	0.0137044	0.00970952	0.166562	0.0263709	36927.9	2	0.01	11.6569	2	0.00928195	0.001	0	69.2768	1.8566	2	0.0214025	1.21713	-2.18279e-011	-1.42109e-013	-1.06581e-014	1.77636e-015	0	-1
1	30	2	0.0419178	0.0280217	0.000258259	57.7917	2	0.595268	5000	1000	0.00185203	0.00140518	0.0471545	2.0899e-005	6.71149	22.0795	1.32323	1.11764	0.0159859	0.012079	0.126034	0.0324991	36914.9	2	0.01	11.6569	2	0.00928195	0.001	0	57.7966	1.8566	2	0.0303904	0.995735	-6.54836e-011	-7.10543e-014	-4.08562e-014	-3.55271e-015	0	-1
1	40	2	0.041344	0.0269898	0.000262946	48.2502	2	0.597584	5000	1000	0.0023753	0.00168822	0.0610633	2.67634e-005	6.70395	22.5128	1.47427	1.3282	0.0182545	0.0139845	0.0944823	0.0374576	36904.1	2	0.01	11.6569	2	0.00928195	0.001	0	48.2553	1.8566	2	0.0374197	0.805694	-7.27596e-011	-1.42109e-014	-2.66454e-014	1.59872e-014	0	-1
1	50	2	0.0407804	0.025973	0.000267422	40.4689	2	0.602465	5000	1000	0.00308362	0.00202592	0.0719168	3.17181e-005	6.69928	22.6855	1.588	1.49861	0.021311	0.016016	0.0707966	0.0417692	36895.3	2	0.01	11.6569	2	0.00928195	0.001	0	40.4735	1.8566	2	0.0428541	0.660258	-6.54836e-011	4.26326e-014	-3.01981e-014	8.88178e-015	0	-1
1	60	2	0.040222	0.0249454	0.000271557	35.6979	2	0.610553	5000	1000	0.00384154	0.00232283	0.0781862	3.49019e-005	6.69929	23.0276	1.67231	1.60576	0.0256091	0.0185296	0.0535774	0.0458946	36889.6	2	0.01	11.6569	2	0.00928195	0.001	0	35.7003	1.8566	2	0.045964	0.561161	-1.23691e-010	1.42109e-013	-2.30926e-014	0	0	-1
1	70	2	0.0396692	0.0238884	0.000275164	33.0359	2	0.622624	5000	1000	0.00456462	0.00254302	0.0813867	3.6466e-005	6.70558	23.2507	1.72882	1.65805	0.0312173	0.0216208	0.0415669	0.0502519	36886.1	2	0.01	11.6569	2	0.00928195	0.001	0	33.0373	1.8566	2	0.0475133	0.504266	-1.16415e-010	8.52651e-014	-2.4869e-014	-8.88178e-015	0	-1
1	80	2	0.03912	0.0227728	0.000278067	31.762	2	0.639681	5000	1000	0.00521472	0.00268413	0.0828103	3.69476e-005	6.71962	23.1352	1.76134	1.67456	0.0379989	0.0251855	0.03359	0.0553341	36884	2	0.01	11.6569	2	0.00928195	0.001	0	31.7627	1.8566	2	0.0481504	0.481701	-9.45874e-011	7.10543e-014	-2.13163e-014	-5.32907e-015	0	-1
1	90	2	0.0385725	0.021586	0.000280023	32.7716	2	0.662624	5000	1000	0.00440352	0.00157655	0.0801783	3.62586e-005	6.74283	23.7897	1.79388	1.65293	0.0435985	0.0283978	0.0290827	0.0616583	36884.2	2	0.01	11.6569	2	0.00928195	0.001	0	32.7657	1.8566	2	0.0467645	0.479612	-1.30967e-010	-1.42109e-014	-8.88178e-015	5.32907e-015	0	-1
1	100	2	0.0379618	0.0202787	0.000280819	39.6233	2	0.694032	5000	1000	0.00344145	0.00096106	0.0566369	3.20575e-005	6.7785	25.3688	1.90291	1.51718	0.0425225	0.0289419	0.0284448	0.0705845	36889.5	2	0.01	11.6569	2	0.00928195	0.001	0	39.5965	1.8566	2	0.035013	0.471736	-1.23691e-010	4.26326e-014	-3.55271e-015	1.42109e-014	0	-1
1	110	2	0.0373445	0.0189018	0.000280205	46.4361	2	0.735143	5000	1000	0.00305825	0.000819095	0.0322776	2.72676e-005	6.82519	24.7732	2.00088	1.35632	0.0409506	0.0282204	0.0306309	0.0831871	36894.2	2	0.01	11.6569	2	0.00928195	0.001	0	46.4147	1.8566	2	0.022749	0.471854	-1.01863e-010	5.68434e-014	-8.88178e-015	3.55271e-015	0	-1
