time	sDepthWN0	sDFiAdN0	sDepthWN1	sDFiAdN1	sDepthWN2	sDFiAdN2	sDepthWN3	sDFiAdN3	sDepthWN4	sMixDepthWN4	sDFiAdN4	sDepthWN5	sDFiAdN5	sDepthWN6	sDFiAdN6	sDepthWN7	sDFiAdN7	sDepthWN8	sDFiAdN8	sDepthWN9	sDFiAdN9	sDepthWN10	sDFiAdN10	sDepthWN11	sDFiAdN11	sDepthWN110	sDFiAdN110
18029	3	5.679572551	1.2	6.323195387	1.5	6.414558558	1.5	6.130777029	1.5	0	6.044287671	3	5.679572551	3	5.679572551	3	5.679572551	3	5.679572551	3	5.679572551	3	5.679572551	3	5.679572551	3	5.679572551
18030	3	5.621211119	1.2	6.257923714	1.5	6.340631453	1.5	6.065567135	1.5	0	5.981599869	3	5.621211119	3	5.621211119	3	5.621211119	3	5.621211119	3	5.621211119	3	5.621211119	3	5.621211119	3	5.621211119
18031	3	5.561943721	1.2	6.191058892	1.5	6.265944011	1.5	5.999259952	1.5	0	5.917784182	3	5.561943721	3	5.561943721	3	5.561943721	3	5.561943721	3	5.561943721	3	5.561943721	3	5.561943721	3	5.561943721
18032	3	5.501894138	1.2	6.122818469	1.5	6.19067724	1.5	5.932038589	1.5	0	5.853020798	3	5.501894138	3	5.501894138	3	5.501894138	3	5.501894138	3	5.501894138	3	5.501894138	3	5.501894138	3	5.501894138
18033	3	5.441180896	1.2	6.053411299	1.5	6.115006114	1.5	5.864078094	1.5	0	5.787482198	3	5.441180896	3	5.441180896	3	5.441180896	3	5.441180896	3	5.441180896	3	5.441180896	3	5.441180896	3	5.441180896
18034	3	5.379917063	1.2	5.983036824	1.5	6.039098441	1.5	5.795545126	1.5	0	5.721332772	3	5.379917063	3	5.379917063	3	5.379917063	3	5.379917063	3	5.379917063	3	5.379917063	3	5.379917063	3	5.379917063
18035	3	5.318210156	1.2	5.911884618	1.5	5.963113948	1.5	5.726597758	1.5	0	5.654728583	3	5.318210156	3	5.318210156	3	5.318210156	3	5.318210156	3	5.318210156	3	5.318210156	3	5.318210156	3	5.318210156
18036	3	5.256162166	1.2	5.840134127	1.5	5.887203664	1.5	5.657385409	1.5	0	5.587817264	3	5.256162166	3	5.256162166	3	5.256162166	3	5.256162166	3	5.256162166	3	5.256162166	3	5.256162166	3	5.256162166
18037	3	5.193869662	1.2	5.76795459	1.5	5.811509549	1.5	5.588049008	1.5	0	5.520738513	3	5.193869662	3	5.193869662	3	5.193869662	3	5.193869662	3	5.193869662	3	5.193869662	3	5.193869662	3	5.193869662
18038	3	5.13142398	1.2	5.695505102	1.5	5.736164327	1.5	5.518722137	1.5	0	5.453625081	3	5.13142398	3	5.13142398	3	5.13142398	3	5.13142398	3	5.13142398	3	5.13142398	3	5.13142398	3	5.13142398
18039	3	5.068911433	1.2	5.622934773	1.5	5.661291478	1.5	5.449531518	1.5	0	5.386602577	3	5.068911433	3	5.068911433	3	5.068911433	3	5.068911433	3	5.068911433	3	5.068911433	3	5.068911433	3	5.068911433
18040	3	5.006413528	1.2	5.550383063	1.5	5.587005364	1.5	5.380596567	1.5	0	5.319789076	3	5.006413528	3	5.006413528	3	5.006413528	3	5.006413528	3	5.006413528	3	5.006413528	3	5.006413528	3	5.006413528
18041	3	4.944007271	1.2	5.477981031	1.5	5.513411449	1.5	5.312029085	1.5	0	5.253294924	3	4.944007271	3	4.944007271	3	4.944007271	3	4.944007271	3	4.944007271	3	4.944007271	3	4.944007271	3	4.944007271
18042	3	4.881765531	1.2	5.405852256	1.5	5.440606585	1.5	5.243933129	1.5	0	5.187222678	3	4.881765531	3	4.881765531	3	4.881765531	3	4.881765531	3	4.881765531	3	4.881765531	3	4.881765531	3	4.881765531
18043	3	4.81975743	1.2	5.334112538	1.5	5.368679363	1.5	5.176405025	1.5	0	5.121667176	3	4.81975743	3	4.81975743	3	4.81975743	3	4.81975743	3	4.81975743	3	4.81975743	3	4.81975743	3	4.81975743
18044	3	4.758048743	1.2	5.262869721	1.5	5.297710492	1.5	5.109533475	1.5	0	5.056715682	3	4.758048743	3	4.758048743	3	4.758048743	3	4.758048743	3	4.758048743	3	4.758048743	3	4.758048743	3	4.758048743
18045	3	4.696702267	1.2	5.192223694	1.5	5.227773201	1.5	5.043399752	1.5	0	4.992448115	3	4.696702267	3	4.696702267	3	4.696702267	3	4.696702267	3	4.696702267	3	4.696702267	3	4.696702267	3	4.696702267
18046	3	4.635778103	1.2	5.122266508	1.5	5.158933656	1.5	4.978077946	1.5	0	4.928937313	3	4.635778103	3	4.635778103	3	4.635778103	3	4.635778103	3	4.635778103	3	4.635778103	3	4.635778103	3	4.635778103
18047	3	4.575333759	1.2	5.053082571	1.5	5.091251372	1.5	4.913635261	1.5	0	4.866249336	3	4.575333759	3	4.575333759	3	4.575333759	3	4.575333759	3	4.575333759	3	4.575333759	3	4.575333759	3	4.575333759
18048	3	4.515423797	1.2	4.984748903	1.5	5.024779628	1.5	4.850132327	1.5	0	4.804443798	3	4.515423797	3	4.515423797	3	4.515423797	3	4.515423797	3	4.515423797	3	4.515423797	3	4.515423797	3	4.515423797
18049	3	4.456099159	1.2	4.917335424	1.5	4.959565865	1.5	4.787623539	1.5	0	4.743574201	3	4.456099159	3	4.456099159	3	4.456099159	3	4.456099159	3	4.456099159	3	4.456099159	3	4.456099159	3	4.456099159
18050	3	4.39740631	1.2	4.850905278	1.5	4.895652066	1.5	4.726157406	1.5	0	4.683688283	3	4.39740631	3	4.39740631	3	4.39740631	3	4.39740631	3	4.39740631	3	4.39740631	3	4.39740631	3	4.39740631
18051	3	4.339386414	1.2	4.785515162	1.5	4.833075127	1.5	4.665776891	1.5	0	4.624828363	3	4.339386414	3	4.339386414	3	4.339386414	3	4.339386414	3	4.339386414	3	4.339386414	3	4.339386414	3	4.339386414
18052	3	4.282074779	1.2	4.721215675	1.5	4.771867192	1.5	4.606519762	1.5	0	4.567031682	3	4.282074779	3	4.282074779	3	4.282074779	3	4.282074779	3	4.282074779	3	4.282074779	3	4.282074779	3	4.282074779
18053	3	4.225500684	1.2	4.658051668	1.5	4.712055986	1.5	4.548418925	1.5	0	4.510330738	3	4.225500684	3	4.225500684	3	4.225500684	3	4.225500684	3	4.225500684	3	4.225500684	3	4.225500684	3	4.225500684
18054	3	4.169687696	1.2	4.596062591	1.5	4.653665116	1.5	4.491502757	1.5	0	4.454753609	3	4.169687696	3	4.169687696	3	4.169687696	3	4.169687696	3	4.169687696	3	4.169687696	3	4.169687696	3	4.169687696
18055	3	4.114654275	1.2	4.535282842	1.5	4.596714366	1.5	4.435795418	1.5	0	4.400324263	3	4.114654275	3	4.114654275	3	4.114654275	3	4.114654275	3	4.114654275	3	4.114654275	3	4.114654275	3	4.114654275
18056	3	4.060414479	1.2	4.475742098	1.5	4.541219978	1.5	4.381317159	1.5	0	4.34706286	3	4.060414479	3	4.060414479	3	4.060414479	3	4.060414479	3	4.060414479	3	4.060414479	3	4.060414479	3	4.060414479
18057	3	4.006978618	1.2	4.417465651	1.5	4.487194914	1.5	4.328084611	1.5	0	4.294986034	3	4.006978618	3	4.006978618	3	4.006978618	3	4.006978618	3	4.006978618	3	4.006978618	3	4.006978618	3	4.006978618
18058	3	3.954353823	1.2	4.360474717	1.5	4.434649108	1.5	4.276111062	1.5	0	4.244107168	3	3.954353823	3	3.954353823	3	3.954353823	3	3.954353823	3	3.954353823	3	3.954353823	3	3.954353823	3	3.954353823
18059	3	3.902544517	1.2	4.304786741	1.5	4.383589698	1.5	4.225406718	1.5	0	4.194436647	3	3.902544517	3	3.902544517	3	3.902544517	3	3.902544517	3	3.902544517	3	3.902544517	3	3.902544517	3	3.902544517
18060	3	3.851552786	1.2	4.250415687	1.5	4.334021244	1.5	4.175978951	1.5	0	4.145982101	3	3.851552786	3	3.851552786	3	3.851552786	3	3.851552786	3	3.851552786	3	3.851552786	3	3.851552786	3	3.851552786
18061	3	3.801378678	1.2	4.197372303	1.5	4.285945925	1.5	4.127832531	1.5	0	4.098748635	3	3.801378678	3	3.801378678	3	3.801378678	3	3.801378678	3	3.801378678	3	3.801378678	3	3.801378678	3	3.801378678
18062	3	3.752020441	1.2	4.145664383	1.5	4.239363704	1.5	4.080969846	1.5	0	4.052739043	3	3.752020441	3	3.752020441	3	3.752020441	3	3.752020441	3	3.752020441	3	3.752020441	3	3.752020441	3	3.752020441
18063	3	3.703474708	1.2	4.095296996	1.5	4.194272474	1.5	4.035391108	1.5	0	4.007954009	3	3.703474708	3	3.703474708	3	3.703474708	3	3.703474708	3	3.703474708	3	3.703474708	3	3.703474708	3	3.703474708
18064	3	3.65573665	1.2	4.046272703	1.5	4.150668124	1.5	3.991094546	1.5	0	3.964392292	3	3.65573665	3	3.65573665	3	3.65573665	3	3.65573665	3	3.65573665	3	3.65573665	3	3.65573665	3	3.65573665
18065	3	3.6088001	1.2	3.998591745	1.5	4.108544539	1.5	3.948076581	1.5	0	3.922050909	3	3.6088001	3	3.6088001	3	3.6088001	3	3.6088001	3	3.6088001	3	3.6088001	3	3.6088001	3	3.6088001
18066	3	3.562657643	1.2	3.952252219	1.5	4.067893626	1.5	3.906332	1.5	0	3.880925292	3	3.562657643	3	3.562657643	3	3.562657643	3	3.562657643	3	3.562657643	3	3.562657643	3	3.562657643	3	3.562657643
18067	3	3.517301037	1.2	3.907250264	1.5	4.028705429	1.5	3.865854109	1.5	0	3.841009443	3	3.517301037	3	3.517301037	3	3.517301037	3	3.517301037	3	3.517301037	3	3.517301037	3	3.517301037	3	3.517301037
18068	3	3.472725843	1.2	3.863580244	1.5	3.990968297	1.5	3.82663488	1.5	0	3.802296076	3	3.472725843	3	3.472725843	3	3.472725843	3	3.472725843	3	3.472725843	3	3.472725843	3	3.472725843	3	3.472725843
18069	3	3.428930229	1.2	3.821234919	1.5	3.954669047	1.5	3.788665083	1.5	0	3.76477675	3	3.428930229	3	3.428930229	3	3.428930229	3	3.428930229	3	3.428930229	3	3.428930229	3	3.428930229	3	3.428930229
18070	3	3.385911372	1.2	3.780205601	1.5	3.91979312	1.5	3.751934415	1.5	0	3.728441987	3	3.385911372	3	3.385911372	3	3.385911372	3	3.385911372	3	3.385911372	3	3.385911372	3	3.385911372	3	3.385911372
18071	3	3.343665163	1.2	3.740482301	1.5	3.88632472	1.5	3.716431612	1.5	0	3.693281387	3	3.343665163	3	3.343665163	3	3.343665163	3	3.343665163	3	3.343665163	3	3.343665163	3	3.343665163	3	3.343665163
18072	3	3.302185945	1.2	3.702053868	1.5	3.85424695	1.5	3.68214456	1.5	0	3.659283732	3	3.302185945	3	3.302185945	3	3.302185945	3	3.302185945	3	3.302185945	3	3.302185945	3	3.302185945	3	3.302185945
18073	3	3.261466831	1.2	3.664908109	1.5	3.823541929	1.5	3.649060391	1.5	0	3.626437079	3	3.261466831	3	3.261466831	3	3.261466831	3	3.261466831	3	3.261466831	3	3.261466831	3	3.261466831	3	3.261466831
18074	3	3.221500153	1.2	3.629031913	1.5	3.794190916	1.5	3.617165576	1.5	0	3.594728851	3	3.221500153	3	3.221500153	3	3.221500153	3	3.221500153	3	3.221500153	3	3.221500153	3	3.221500153	3	3.221500153
18075	3	3.182277749	1.2	3.59441135	1.5	3.766174414	1.5	3.586446006	1.5	0	3.564145918	3	3.182277749	3	3.182277749	3	3.182277749	3	3.182277749	3	3.182277749	3	3.182277749	3	3.182277749	3	3.182277749
18076	3	3.143791182	1.2	3.561031776	1.5	3.739472274	1.5	3.556887071	1.5	0	3.534674668	3	3.143791182	3	3.143791182	3	3.143791182	3	3.143791182	3	3.143791182	3	3.143791182	3	3.143791182	3	3.143791182
18077	3	3.106031903	1.2	3.528877924	1.5	3.714063788	1.5	3.528473727	1.5	0	3.506301077	3	3.106031903	3	3.106031903	3	3.106031903	3	3.106031903	3	3.106031903	3	3.106031903	3	3.106031903	3	3.106031903
18078	3	3.068991393	1.2	3.497933984	1.5	3.689927776	1.5	3.501190567	1.5	0	3.479010768	3	3.068991393	3	3.068991393	3	3.068991393	3	3.068991393	3	3.068991393	3	3.068991393	3	3.068991393	3	3.068991393
18079	3	3.032661282	1.2	3.468183685	1.5	3.667042665	1.5	3.47502187	1.5	0	3.452789071	3	3.032661282	3	3.032661282	3	3.032661282	3	3.032661282	3	3.032661282	3	3.032661282	3	3.032661282	3	3.032661282
18080	3	2.997033457	1.2	3.439610359	1.5	3.64538656	1.5	3.449951664	1.5	0	3.427621073	3	2.997033457	3	2.997033457	3	2.997033457	3	2.997033457	3	2.997033457	3	2.997033457	3	2.997033457	3	2.997033457
18081	3	2.962100154	1.2	3.412197012	1.5	3.62493731	1.5	3.425963765	1.5	0	3.40349166	3	2.962100154	3	2.962100154	3	2.962100154	3	2.962100154	3	2.962100154	3	2.962100154	3	2.962100154	3	2.962100154
18082	3	2.927854047	1.2	3.385926377	1.5	3.605672571	1.5	3.403041828	1.5	0	3.380385565	3	2.927854047	3	2.927854047	3	2.927854047	3	2.927854047	3	2.927854047	3	2.927854047	3	2.927854047	3	2.927854047
18083	3	2.894288665	1.2	3.36078097	1.5	3.587569855	1.5	3.381169383	1.5	0	3.358287401	3	2.894288665	3	2.894288665	3	2.894288665	3	2.894288665	3	2.894288665	3	2.894288665	3	2.894288665	3	2.894288665
18084	3	2.861399345	1.2	3.336743139	1.5	3.570606587	1.5	3.36032987	1.5	0	3.337181696	3	2.861399345	3	2.861399345	3	2.861399345	3	2.861399345	3	2.861399345	3	2.861399345	3	2.861399345	3	2.861399345
18085	3	2.829183351	1.2	3.313795104	1.5	3.554760154	1.5	3.340506671	1.5	0	3.317052925	3	2.829183351	3	2.829183351	3	2.829183351	3	2.829183351	3	2.829183351	3	2.829183351	3	2.829183351	3	2.829183351
18086	3	2.797639662	1.2	3.291919001	1.5	3.540007944	1.5	3.321683141	1.5	0	3.297885532	3	2.797639662	3	2.797639662	3	2.797639662	3	2.797639662	3	2.797639662	3	2.797639662	3	2.797639662	3	2.797639662
18087	3	2.766768786	1.2	3.271096914	1.5	3.526327388	1.5	3.303842628	1.5	0	3.279663959	3	2.766768786	3	2.766768786	3	2.766768786	3	2.766768786	3	2.766768786	3	2.766768786	3	2.766768786	3	2.766768786
18088	3	2.736572567	1.2	3.251310906	1.5	3.513695982	1.5	3.286968498	1.5	0	3.262372665	3	2.736572567	3	2.736572567	3	2.736572567	3	2.736572567	3	2.736572567	3	2.736572567	3	2.736572567	3	2.736572567
18089	3	2.707054021	1.2	3.232543048	1.5	3.502091318	1.5	3.271044156	1.5	0	3.24599614	3	2.707054021	3	2.707054021	3	2.707054021	3	2.707054021	3	2.707054021	3	2.707054021	3	2.707054021	3	2.707054021
18090	3	2.678217176	1.2	3.214775443	1.5	3.491491102	1.5	3.256053057	1.5	0	3.23051893	3	2.678217176	3	2.678217176	3	2.678217176	3	2.678217176	3	2.678217176	3	2.678217176	3	2.678217176	3	2.678217176
18091	3	2.650066942	1.2	3.197990245	1.5	3.481873174	1.5	3.241978728	1.5	0	3.21592564	3	2.650066942	3	2.650066942	3	2.650066942	3	2.650066942	3	2.650066942	3	2.650066942	3	2.650066942	3	2.650066942
18092	3	2.62260899	1.2	3.182169678	1.5	3.473215522	1.5	3.228804773	1.5	0	3.202200954	3	2.62260899	3	2.62260899	3	2.62260899	3	2.62260899	3	2.62260899	3	2.62260899	3	2.62260899	3	2.62260899
18093	3	2.595849639	1.2	3.167296057	1.5	3.465496291	1.5	3.216514889	1.5	0	3.189329641	3	2.595849639	3	2.595849639	3	2.595849639	3	2.595849639	3	2.595849639	3	2.595849639	3	2.595849639	3	2.595849639
18094	3	2.569795758	1.2	3.153351792	1.5	3.458693799	1.5	3.20509287	1.5	0	3.177296562	3	2.569795758	3	2.569795758	3	2.569795758	3	2.569795758	3	2.569795758	3	2.569795758	3	2.569795758	3	2.569795758
18095	3	2.544454683	1.2	3.140319409	1.5	3.452786541	1.5	3.194522618	1.5	0	3.16608668	3	2.544454683	3	2.544454683	3	2.544454683	3	2.544454683	3	2.544454683	3	2.544454683	3	2.544454683	3	2.544454683
18096	3	2.519834125	1.2	3.128181553	1.5	3.447753197	1.5	3.184788144	1.5	0	3.155685061	3	2.519834125	3	2.519834125	3	2.519834125	3	2.519834125	3	2.519834125	3	2.519834125	3	2.519834125	3	2.519834125
18097	3	2.495942102	1.2	3.116920997	1.5	3.44357264	1.5	3.175873576	1.5	0	3.146076882	3	2.495942102	3	2.495942102	3	2.495942102	3	2.495942102	3	2.495942102	3	2.495942102	3	2.495942102	3	2.495942102
18098	3	2.472786866	1.2	3.106520649	1.5	3.440223935	1.5	3.167763161	1.5	0	3.13724743	3	2.472786866	3	2.472786866	3	2.472786866	3	2.472786866	3	2.472786866	3	2.472786866	3	2.472786866	3	2.472786866
18099	3	2.450376839	1.2	3.096963558	1.5	3.437686346	1.5	3.160441263	1.5	0	3.129182106	3	2.450376839	3	2.450376839	3	2.450376839	3	2.450376839	3	2.450376839	3	2.450376839	3	2.450376839	3	2.450376839
18100	3	2.428720548	1.2	3.088232912	1.5	3.43593934	1.5	3.153892371	1.5	0	3.121866425	3	2.428720548	3	2.428720548	3	2.428720548	3	2.428720548	3	2.428720548	3	2.428720548	3	2.428720548	3	2.428720548
18101	3	2.40782657	1.2	3.080312045	1.5	3.434962583	1.5	3.148101092	1.5	0	3.115286016	3	2.40782657	3	2.40782657	3	2.40782657	3	2.40782657	3	2.40782657	3	2.40782657	3	2.40782657	3	2.40782657
18102	3	2.387703472	1.2	3.073184435	1.5	3.434735945	1.5	3.143052155	1.5	0	3.109426621	3	2.387703472	3	2.387703472	3	2.387703472	3	2.387703472	3	2.387703472	3	2.387703472	3	2.387703472	3	2.387703472
18103	3	2.368359762	1.2	3.066833705	1.5	3.435239503	1.5	3.138730405	1.5	0	3.104274093	3	2.368359762	3	2.368359762	3	2.368359762	3	2.368359762	3	2.368359762	3	2.368359762	3	2.368359762	3	2.368359762
18104	3	2.349803831	1.2	3.061243622	1.5	3.436453534	1.5	3.135120809	1.5	0	3.099814398	3	2.349803831	3	2.349803831	3	2.349803831	3	2.349803831	3	2.349803831	3	2.349803831	3	2.349803831	3	2.349803831
18105	3	2.332043906	1.2	3.056398096	1.5	3.438358524	1.5	3.132208445	1.5	0	3.096033609	3	2.332043906	3	2.332043906	3	2.332043906	3	2.332043906	3	2.332043906	3	2.332043906	3	2.332043906	3	2.332043906
