ExcelSheet,Excelname,Unit
parameters,_cDCarrPiscMin_,_gDW_*_m_^-2
parameters,_cDCarrPiscBare_,_gDW_*_m_^-2
parameters,_cDPhraMinPisc_,_gDW_*_m_^-2
parameters,_cCovVegMin_,0
parameters,_cTmOptVeg_,_oC_
parameters,_cSigTmVeg_,_oC_
parameters,_cRelPhraPisc_,_gDW_*_m_^-2
parameters,_cRelVegPisc_,_gDW_*_m_^-2
parameters,_kDAssPisc_,_d_^-1
parameters,_hDVegPisc_,_gDW_*_m_^-2
parameters,_hDFishPisc_,_gDW_*_m_^-2
parameters,_fDAssPisc_,0
parameters,_fDissEgesPisc_,0
parameters,_kDRespPisc_,_d_^-1
parameters,_kMortPisc_,_d_^-1
parameters,_fDissMortPisc_,0
parameters,_cTmOptPisc_,_oC_
parameters,_cSigTmPisc_,_oC_
parameters,_cDepthSM_,_m_
parameters,_kExchMaxM_,_m_^3*_m_^-3*_d_^-1
parameters,_hfMarsh_,_m_^2*_m_^-2
parameters,_fDTotSM0_,_gDW_*_gDW_^-1
parameters,_fDOrgSM0_,_gDW_*_gDW_^-1
parameters,_fDDetSM0_,_gDW_*_gDW_^-1
parameters,_fPInorgSM0_,_gP_*_gDW_^-1
parameters,_cPDPhra0_,_gP_*_gDW_^-1
parameters,_cNDPhra0_,_gN_*_gDW_^-1
parameters,_cDensStemPhra_,_m_^-2
parameters,_cTmInitPhra_,_oC_
parameters,_fDAllPhra_,0
parameters,_kDAllPhra_,_d_^-1
parameters,_cDStemPhra_,_gDW_*_m_^-1
parameters,_cQ10ProdPhra_,0
parameters,_cMuPhraMax_,_d_^-1
parameters,_cDShootPhraMax_,_gDW_*_m_^-2
parameters,_cCovSpPhra_,_gDW_^-1*_m_^-2
parameters,_cPDPhraMin_,0
parameters,_cPDPhraMax_,0
parameters,_cNDPhraMin_,0
parameters,_cNDPhraMax_,0
parameters,_cAffNUptPhra_,_m_^3*_gDW_^-1*_d_^-1
parameters,_cAffPUptPhra_,_m_^3*_gDW_^-1*_d_^-1
parameters,_cVNUptPhraMax_,_gN_*_gDW_^-1*_d_^-1
parameters,_cVPUptPhraMax_,_gP_*_gDW_^-1
parameters,_kDRespPhra_,_d_^-1
parameters,_cQ10RespPhra_,1^[_oC_^-1]
parameters,_fDayWin_,0
parameters,_fDRealPhra_,0
parameters,_kDRealPhra_,_d_^-1
parameters,_kDMortShootPhra_,_d_^-1
parameters,_kDMortRootPhra_,_d_^-1
parameters,_cDayWinPhra_,_d_
parameters,_cDayManPhra_,_d_
parameters,_fManPhra_,_d_^-1
parameters,_kDManShootPhra_,_d_^-1
parameters,_DaysPerYear_,_d_*_y_^-1
parameters,_TenDays_,_d_
parameters,_HoursInDay_,_h_
parameters,_HoursPerDay_,_h_*_d_^-1
parameters,_SecsPerDay_,_s_*_d_^-1
parameters,_mmPerm_,_mm_*_m_^-1
parameters,_m2Perha_,_m_^2*_ha_^-1
parameters,_mgPerg_,_mgChl_*_gChl_^-1
parameters,_gPerkg_,_g_*_kg_
parameters,_gPerton_,_g_*_ton_^-1
parameters,_PerDay_,_d_^-1
parameters,_PerCent_,0
parameters,_NearZero_,0
parameters,_molO2molC_,_gO2_*_gC_^-1
parameters,_molO2molN_,_gO2_*_gN_^-1
parameters,_molNmolC_,_gN_*_gC_^-1
parameters,_cRhoWat_,_gDW_*_m_^-3
parameters,_cSolar_,_J_*_s_^-1*_m_^-2
parameters,_cLAT_,_deg_
parameters,_cPhiR_,_rad_
parameters,_cDayR_,_d_
parameters,_fCloudH_,0
parameters,_fCloudM_,0
parameters,_fCloudL_,0
parameters,_cTrans_,0
parameters,_Pi_,0
parameters,_cHeath_,0
parameters,_cAlpha_,0
parameters,_cDepthMeasoChl_,_m_
parameters,_cPMax_,0
parameters,_cDepthMetaMin_,_m_
parameters,_fMeta_,0
parameters,_kBub_,_m_*_d_^-1
states_init,_cDepthW0_,_m_
states_init,_cNH4WHyp0_,_gN_*_m_^-3
states_init,_cNO3WHyp0_,_gN_*_m_^-3
states_init,_cPO4WHyp0_,_gP_*_m_^-3
states_init,_cPAIMWHyp0_,_gP_*_m_^-3
states_init,_cSiO2WHyp0_,_gSi_*_m_^-3
states_init,_cO2WHyp0_,_gO2_*_m_^-3
states_init,_cDDetWHyp0_,_gDW_*_m_^-3
states_init,_cNDetWHyp0_,_gN_*_m_^-3
states_init,_cPDetWHyp0_,_gP_*_m_^-3
states_init,_cSiDetWHyp0_,_gSi_*_m_^-3
states_init,_cDIMWHyp0_,_gDW_*_m_^-3
states_init,_cDDiatWHyp0_,_gDW_*_m_^-3
states_init,_cNDiatWHyp0_,_gN_*_m_^-3
states_init,_cPDiatWHyp0_,_gP_*_m_^-3
states_init,_cDGrenWHyp0_,_gDW_*_m_^-3
states_init,_cNGrenWHyp0_,_gN_*_m_^-3
states_init,_cPGrenWHyp0_,_gP_*_m_^-3
states_init,_cDBlueWHyp0_,_gDW_*_m_^-3
states_init,_cNBlueWHyp0_,_gN_*_m_^-3
states_init,_cPBlueWHyp0_,_gP_*_m_^-3
states_init,_cDZooHyp0_,_gDW_*_m_^-3
states_init,_cNZooHyp0_,_gN_*_m_^-3
states_init,_cPZooHyp0_,_gP_*_m_^-3
states_init,_cDFiAd0_,_gDW_*_m_^-2
states_init,_cDFiJv0_,_gDW_*_m_^-2
states_init,_cNFiAd0_,_gN_*_m_^-2
states_init,_cNFiJv0_,_gN_*_m_^-2
states_init,_cPFiAd0_,_gP_*_m_^-2
states_init,_cPFiJv0_,_gP_*_m_^-2
states_init,_cDPisc0_,_gDW_*_m_^-2
states_init,_cNH4S0_,_gN_*_m_^-2
states_init,_cNO3S0_,_gN_*_m_^-2
states_init,_cPO4S0_,_gP_*_m_^-2
states_init,_cPAIMS0_,_gP_*_m_^-2
states_init,_cDDetS0_,_gDW_*_m_^-2
states_init,_cNDetS0_,_gN_*_m_^-2
states_init,_cPDetS0_,_gP_*_m_^-2
states_init,_cSiDetS0_,_gSi_*_m_^-2
states_init,_cDHumS0_,_gDW_*_m_^-2
states_init,_cNHumS0_,_gN_*_m_^-2
states_init,_cPHumS0_,_gP_*_m_^-2
states_init,_cDIMS0_,_gDW_*_m_^-2
states_init,_cDDiatS0_,_gDW_*_m_^-2
states_init,_cNDiatS0_,_gN_*_m_^-2
states_init,_cPDiatS0_,_gP_*_m_^-2
states_init,_cDGrenS0_,_gDW_*_m_^-2
states_init,_cNGrenS0_,_gN_*_m_^-2
states_init,_cPGrenS0_,_gP_*_m_^-2
states_init,_cDBlueS0_,_gDW_*_m_^-2
states_init,_cNBlueS0_,_gN_*_m_^-2
states_init,_cPBlueS0_,_gP_*_m_^-2
states_init,_cDVeg0_,_gDW_*_m_^-2
states_init,_cNVeg0_,_gN_*_m_^-2
states_init,_cPVeg0_,_gP_*_m_^-2
states_init,_cVegHeight0_,_m_
states_init,_cDBent0_,_gDW_*_m_^-2
states_init,_cNBent0_,_gN_*_m_^-2
states_init,_cPBent0_,_gP_*_m_^-2
states_init,_cDepthWM0_,_m_
states_init,_cNH4WM0_,_gN_*_m_^-3
states_init,_cNO3WM0_,_gN_*_m_^-3
states_init,_cPO4WM0_,_gP_*_m_^-3
states_init,_cPAIMWM0_,_gP_*_m_^-3
states_init,_cSiO2WM0_,_gSi_*_m_^-3
states_init,_cO2WM0_,_gO2_*_m_^-3
states_init,_cDDetWM0_,_gDW_*_m_^-3
states_init,_cNDetWM0_,_gN_*_m_^-3
states_init,_cPDetWM0_,_gP_*_m_^-3
states_init,_cSiDetWM0_,_gSi_*_m_^-3
states_init,_cDIMWM0_,_gDW_*_m_^-3
states_init,_cDDiatWM0_,_gDW_*_m_^-3
states_init,_cNDiatWM0_,_gN_*_m_^-3
states_init,_cPDiatWM0_,_gP_*_m_^-3
states_init,_cDGrenWM0_,_gDW_*_m_^-3
states_init,_cNGrenWM0_,_gN_*_m_^-3
states_init,_cPGrenWM0_,_gP_*_m_^-3
states_init,_cDBlueWM0_,_gDW_*_m_^-3
states_init,_cNBlueWM0_,_gN_*_m_^-3
states_init,_cPBlueWM0_,_gP_*_m_^-3
states_init,_cDZooM0_,_gDW_*_m_^-3
states_init,_cNZooM0_,_gN_*_m_^-3
states_init,_cPZooM0_,_gP_*_m_^-3
states_init,_cNH4SM0_,_gN_*_m_^-2
states_init,_cNO3SM0_,_gN_*_m_^-2
states_init,_cPO4SM0_,_gP_*_m_^-2
states_init,_cPAIMSM0_,_gP_*_m_^-2
states_init,_cDDetSM0_,_gDW_*_m_^-2
states_init,_cNDetSM0_,_gN_*_m_^-2
states_init,_cPDetSM0_,_gP_*_m_^-2
states_init,_cSiDetSM0_,_gSi_*_m_^-2
states_init,_cDHumSM0_,_gDW_*_m_^-2
states_init,_cNHumSM0_,_gN_*_m_^-2
states_init,_cPHumSM0_,_gP_*_m_^-2
states_init,_cDIMSM0_,_gDW_*_m_^-2
states_init,_cDRootPhra0_,_gDW_*_m_^-2
states_init,_cDShootPhra0_,_gDW_*_m_^-2
states_init,_cNRootPhra0_,_gN_*_m_^-2
states_init,_cNShootPhra0_,_gN_*_m_^-2
states_init,_cPRootPhra0_,_gP_*_m_^-2
states_init,_cPShootPhra0_,_gP_*_m_^-2
states_init,_cNH4WEpi0_,_gN_*_m_^-3
states_init,_cNO3WEpi0_,_gN_*_m_^-3
states_init,_cPO4WEpi0_,_gP_*_m_^-3
states_init,_cPAIMWEpi0_,_gP_*_m_^-3
states_init,_cSiO2WEpi0_,_gSi_*_m_^-3
states_init,_cO2WEpi0_,_gO2_*_m_^-3
states_init,_cDDetWEpi0_,_gDW_*_m_^-3
states_init,_cNDetWEpi0_,_gN_*_m_^-3
states_init,_cPDetWEpi0_,_gP_*_m_^-3
states_init,_cSiDetWEpi0_,_gSi_*_m_^-3
states_init,_cDIMWEpi0_,_gDW_*_m_^-3
states_init,_cDDiatWEpi0_,_gDW_*_m_^-3
states_init,_cNDiatWEpi0_,_gN_*_m_^-3
states_init,_cPDiatWEpi0_,_gP_*_m_^-3
states_init,_cDGrenWEpi0_,_gDW_*_m_^-3
states_init,_cNGrenWEpi0_,_gN_*_m_^-3
states_init,_cPGrenWEpi0_,_gP_*_m_^-3
states_init,_cDBlueWEpi0_,_gDW_*_m_^-3
states_init,_cNBlueWEpi0_,_gN_*_m_^-3
states_init,_cPBlueWEpi0_,_gP_*_m_^-3
states_init,_cDZooEpi0_,_gDW_*_m_^-3
states_init,_cNZooEpi0_,_gN_*_m_^-3
states_init,_cPZooEpi0_,_gP_*_m_^-3
states_init,_cDExtTotT0_,_gDW_*_m_^-2
states_init,_cNExtTotT0_,_gN_*_m_^-2
states_init,_cPExtTotT0_,_gP_*_m_^-2
states_init,_cSiExtTotT0_,_gSi_*_m_^-2
states_init,_cO2ExtTotT0_,_gO2_*m_^-2
states_name,_sDepthW_,_m_
states_name,_sNH4WHyp_,_gN_*_m_^-2
states_name,_sNO3WHyp_,_gN_*_m_^-2
states_name,_sPO4WHyp_,_gP_*_m_^-2
states_name,_sPAIMWHyp_,_gP_*_m_^-2
states_name,_sSiO2WHyp_,_gSi_*_m_^-2
states_name,_sO2WHyp_,_gO2_*_m_^-2
states_name,_sDDetWHyp_,_gDW_*_m_^-2
states_name,_sNDetWHyp_,_gN_*_m_^-2
states_name,_sPDetWHyp_,_gP_*_m_^-2
states_name,_sSiDetWHyp_,_gSi_*_m_^-2
states_name,_sDIMWHyp_,_gDW_*_m_^-2
states_name,_sDDiatWHyp_,_gDW_*_m_^-2
states_name,_sNDiatWHyp_,_gN_*_m_^-2
states_name,_sPDiatWHyp_,_gP_*_m_^-2
states_name,_sDGrenWHyp_,_gDW_*_m_^-2
states_name,_sNGrenWHyp_,_gN_*_m_^-2
states_name,_sPGrenWHyp_,_gP_*_m_^-2
states_name,_sDBlueWHyp_,_gDW_*_m_^-2
states_name,_sNBlueWHyp_,_gN_*_m_^-2
states_name,_sPBlueWHyp_,_gP_*_m_^-2
states_name,_sDZooHyp_,_gDW_*_m_^-2
states_name,_sNZooHyp_,_gN_*_m_^-2
states_name,_sPZooHyp_,_gP_*_m_^-2
states_name,_sDFiAd_,_gDW_*_m_^-2
states_name,_sDFiJv_,_gDW_*_m_^-2
states_name,_sNFiAd_,_gN_*_m_^-2
states_name,_sNFiJv_,_gN_*_m_^-2
states_name,_sPFiAd_,_gP_*_m_^-2
states_name,_sPFiJv_,_gP_*_m_^-2
states_name,_sDPisc_,_gDW_*_m_^-2
states_name,_sNH4S_,_gN_*_m_^-2
states_name,_sNO3S_,_gN_*_m_^-2
states_name,_sPO4S_,_gP_*_m_^-2
states_name,_sPAIMS_,_gP_*_m_^-2
states_name,_sDDetS_,_gDW_*_m_^-2
states_name,_sNDetS_,_gN_*_m_^-2
states_name,_sPDetS_,_gP_*_m_^-2
states_name,_sSiDetS_,_gSi_*_m_^-2
states_name,_sDHumS_,_gDW_*_m_^-2
states_name,_sNHumS_,_gN_*_m_^-2
states_name,_sPHumS_,_gP_*_m_^-2
states_name,_sDIMS_,_gDW_*_m_^-2
states_name,_sDDiatS_,_gDW_*_m_^-2
states_name,_sNDiatS_,_gN_*_m_^-2
states_name,_sPDiatS_,_gP_*_m_^-2
states_name,_sDGrenS_,_gDW_*_m_^-2
states_name,_sNGrenS_,_gN_*_m_^-2
states_name,_sPGrenS_,_gP_*_m_^-2
states_name,_sDBlueS_,_gDW_*_m_^-2
states_name,_sNBlueS_,_gN_*_m_^-2
states_name,_sPBlueS_,_gP_*_m_^-2
states_name,_sDVeg_,_gDW_*_m_^-2
states_name,_sNVeg_,_gN_*_m_^-2
states_name,_sPVeg_,_gP_*_m_^-2
states_name,_sVegHeight_,_m_
states_name,_sDBent_,_gDW_*_m_^-2
states_name,_sNBent_,_gN_*_m_^-2
states_name,_sPBent_,_gP_*_m_^-2
states_name,_sDepthWM_,_m_
states_name,_sNH4WM_,_gN_*_m_^-2
states_name,_sNO3WM_,_gN_*_m_^-2
states_name,_sPO4WM_,_gP_*_m_^-2
states_name,_sPAIMWM_,_gP_*_m_^-2
states_name,_sSiO2WM_,_gSi_*_m_^-2
states_name,_sO2WM_,_gO2_*_m_^-2
states_name,_sDDetWM_,_gDW_*_m_^-2
states_name,_sNDetWM_,_gN_*_m_^-2
states_name,_sPDetWM_,_gP_*_m_^-2
states_name,_sSiDetWM_,_gSi_*_m_^-2
states_name,_sDIMWM_,_gDW_*_m_^-2
states_name,_sDDiatWM_,_gDW_*_m_^-2
states_name,_sNDiatWM_,_gN_*_m_^-2
states_name,_sPDiatWM_,_gP_*_m_^-2
states_name,_sDGrenWM_,_gDW_*_m_^-2
states_name,_sNGrenWM_,_gN_*_m_^-2
states_name,_sPGrenWM_,_gP_*_m_^-2
states_name,_sDBlueWM_,_gDW_*_m_^-2
states_name,_sNBlueWM_,_gN_*_m_^-2
states_name,_sPBlueWM_,_gP_*_m_^-2
states_name,_sDZooM_,_gDW_*_m_^-2
states_name,_sNZooM_,_gN_*_m_^-2
states_name,_sPZooM_,_gP_*_m_^-2
states_name,_sNH4SM_,_gN_*_m_^-2
states_name,_sNO3SM_,_gN_*_m_^-2
states_name,_sPO4SM_,_gP_*_m_^-2
states_name,_sPAIMSM_,_gP_*_m_^-2
states_name,_sDDetSM_,_gDW_*_m_^-2
states_name,_sNDetSM_,_gN_*_m_^-2
states_name,_sPDetSM_,_gP_*_m_^-2
states_name,_sSiDetSM_,_gSi_*_m_^-2
states_name,_sDHumSM_,_gDW_*_m_^-2
states_name,_sNHumSM_,_gN_*_m_^-2
states_name,_sPHumSM_,_gP_*_m_^-2
states_name,_sDIMSM_,_gDW_*_m_^-2
states_name,_sDRootPhra_,_gDW_*_m_^-2
states_name,_sDShootPhra_,_gDW_*_m_^-2
states_name,_sNRootPhra_,_gN_*_m_^-2
states_name,_sNShootPhra_,_gN_*_m_^-2
states_name,_sPRootPhra_,_gP_*_m_^-2
states_name,_sPShootPhra_,_gP_*_m_^-2
states_name,_sNH4WEpi_,_gN_*_m_^-2
states_name,_sNO3WEpi_,_gN_*_m_^-2
states_name,_sPO4WEpi_,_gP_*_m_^-2
states_name,_sPAIMWEpi_,_gP_*_m_^-2
states_name,_sSiO2WEpi_,_gSi_*_m_^-2
states_name,_sO2WEpi_,_gO2_*_m_^-2
states_name,_sDDetWEpi_,_gDW_*_m_^-2
states_name,_sNDetWEpi_,_gN_*_m_^-2
states_name,_sPDetWEpi_,_gP_*_m_^-2
states_name,_sSiDetWEpi_,_gSi_*_m_^-2
states_name,_sDIMWEpi_,_gDW_*_m_^-2
states_name,_sDDiatWEpi_,_gDW_*_m_^-2
states_name,_sNDiatWEpi_,_gN_*_m_^-2
states_name,_sPDiatWEpi_,_gP_*_m_^-2
states_name,_sDGrenWEpi_,_gDW_*_m_^-2
states_name,_sNGrenWEpi_,_gN_*_m_^-2
states_name,_sPGrenWEpi_,_gP_*_m_^-2
states_name,_sDBlueWEpi_,_gDW_*_m_^-2
states_name,_sNBlueWEpi_,_gN_*_m_^-2
states_name,_sPBlueWEpi_,_gP_*_m_^-2
states_name,_sDZooEpi_,_gDW_*_m_^-2
states_name,_sNZooEpi_,_gN_*_m_^-2
states_name,_sPZooEpi_,_gP_*_m_^-2
states_name,_sDExtTotT_,_gDW_*_m_^-2
states_name,_sNExtTotT_,_gN_*_m_^-2
states_name,_sPExtTotT_,_gP_*_m_^-2
states_name,_sSiExtTotT_,_gSi_*_m_^-2
states_name,_sO2ExtTotT_,_gO2_*m_^-2
states_deriv,_dDepthW_,_m_
states_deriv,_dNH4WHyp_,_gN_*_m_^-2*_d_^-1
states_deriv,_dNO3WHyp_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPO4WHyp_,_gP_*_m_^-2*_d_^-1
states_deriv,_dPAIMWHyp_,_gP_*_m_^-2*_d_^-1
states_deriv,_dSiO2WHyp_,_gSi_*_m_^-2*_d_^-1
states_deriv,_dO2WHyp_,_gO2_*_m_^-2*_d_^-1
states_deriv,_dDDetWHyp_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNDetWHyp_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPDetWHyp_,_gP_*_m_^-2*_d_^-1
states_deriv,_dSiDetWHyp_,_gSi_*_m_^-2*_d_^-1
states_deriv,_dDIMWHyp_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dDDiatWHyp_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNDiatWHyp_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPDiatWHyp_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDGrenWHyp_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNGrenWHyp_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPGrenWHyp_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDBlueWHyp_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNBlueWHyp_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPBlueWHyp_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDZooHyp_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNZooHyp_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPZooHyp_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDFiAd_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dDFiJv_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNFiAd_,_gN_*_m_^-2*_d_^-1
states_deriv,_dNFiJv_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPFiAd_,_gP_*_m_^-2*_d_^-1
states_deriv,_dPFiJv_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDPisc_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNH4S_,_gN_*_m_^-2*_d_^-1
states_deriv,_dNO3S_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPO4S_,_gP_*_m_^-2*_d_^-1
states_deriv,_dPAIMS_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDDetS_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNDetS_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPDetS_,_gP_*_m_^-2*_d_^-1
states_deriv,_dSiDetS_,_gSi_*_m_^-2*_d_^-1
states_deriv,_dDHumS_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNHumS_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPHumS_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDIMS_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dDDiatS_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNDiatS_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPDiatS_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDGrenS_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNGrenS_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPGrenS_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDBlueS_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNBlueS_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPBlueS_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDVeg_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNVeg_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPVeg_,_gP_*_m_^-2*_d_^-1
states_deriv,_dVegHeight_,_m_
states_deriv,_dDBent_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNBent_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPBent_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDepthWM_,_m_
states_deriv,_dNH4WM_,_gN_*_m_^-2*_d_^-1
states_deriv,_dNO3WM_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPO4WM_,_gP_*_m_^-2*_d_^-1
states_deriv,_dPAIMWM_,_gP_*_m_^-2*_d_^-1
states_deriv,_dSiO2WM_,_gSi_*_m_^-2*_d_^-1
states_deriv,_dO2WM_,_gO2_*_m_^-2*_d_^-1
states_deriv,_dDDetWM_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNDetWM_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPDetWM_,_gP_*_m_^-2*_d_^-1
states_deriv,_dSiDetWM_,_gSi_*_m_^-2*_d_^-1
states_deriv,_dDIMWM_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dDDiatWM_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNDiatWM_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPDiatWM_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDGrenWM_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNGrenWM_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPGrenWM_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDBlueWM_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNBlueWM_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPBlueWM_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDZooM_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNZooM_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPZooM_,_gP_*_m_^-2*_d_^-1
states_deriv,_dNH4SM_,_gN_*_m_^-2*_d_^-1
states_deriv,_dNO3SM_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPO4SM_,_gP_*_m_^-2*_d_^-1
states_deriv,_dPAIMSM_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDDetSM_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNDetSM_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPDetSM_,_gP_*_m_^-2*_d_^-1
states_deriv,_dSiDetSM_,_gSi_*_m_^-2*_d_^-1
states_deriv,_dDHumSM_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNHumSM_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPHumSM_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDIMSM_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dDRootPhra_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dDShootPhra_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNRootPhra_,_gN_*_m_^-2*_d_^-1
states_deriv,_dNShootPhra_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPRootPhra_,_gP_*_m_^-2*_d_^-1
states_deriv,_dPShootPhra_,_gP_*_m_^-2*_d_^-1
states_deriv,_dNH4WEpi_,_gN_*_m_^-2*_d_^-1
states_deriv,_dNO3WEpi_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPO4WEpi_,_gP_*_m_^-2*_d_^-1
states_deriv,_dPAIMWEpi_,_gP_*_m_^-2*_d_^-1
states_deriv,_dSiO2WEpi_,_gSi_*_m_^-2*_d_^-1
states_deriv,_dO2WEpi_,_gO2_*_m_^-2*_d_^-1
states_deriv,_dDDetWEpi_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNDetWEpi_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPDetWEpi_,_gP_*_m_^-2*_d_^-1
states_deriv,_dSiDetWEpi_,_gSi_*_m_^-2*_d_^-1
states_deriv,_dDIMWEpi_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dDDiatWEpi_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNDiatWEpi_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPDiatWEpi_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDGrenWEpi_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNGrenWEpi_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPGrenWEpi_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDBlueWEpi_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNBlueWEpi_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPBlueWEpi_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDZooEpi_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNZooEpi_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPZooEpi_,_gP_*_m_^-2*_d_^-1
states_deriv,_dDExtTotT_,_gDW_*_m_^-2*_d_^-1
states_deriv,_dNExtTotT_,_gN_*_m_^-2*_d_^-1
states_deriv,_dPExtTotT_,_gP_*_m_^-2*_d_^-1
states_deriv,_dSiExtTotT_,_gSi_*_m_^-2*_d_^-1
states_deriv,_dO2ExtTotT_,_gO2_*m_^-2
